Engine,url,Make,Model,id,ModalInfo,Dealership,Location,first_seen,Price,last_seen
"1,2",https://www.nettiauto.com/volkswagen/golf/8921147,Volkswagen,Golf,8921147,"Comfortline 1,2 TSI BlueM 5ov DSG (MY15)",True,Keminmaa,17.07.2017,19800,17.07.2017
"1,2",https://www.nettiauto.com/volkswagen/golf/8869632,Volkswagen,Golf,8869632,"Trendline 1,2 TSI 63 5ov aj 53 tkm",True,Oulu,17.07.2017,16890,17.07.2017
"2,0",https://www.nettiauto.com/volkswagen/golf/8820235,Volkswagen,Golf,8820235,"GTI 2,0 TSI 169 DSG",True,Mikkeli,17.07.2017,44900,17.07.2017
"1,2",https://www.nettiauto.com/volkswagen/golf/8356869,Volkswagen,Golf,8356869,"Comfortline 1,2 TSI 77 BlueM 5ov",True,Tervajoki,17.07.2017,16700,17.07.2017
"2,0",https://www.nettiauto.com/volkswagen/golf/8641424,Volkswagen,Golf,8641424,"Comfortline 2,0 TDI BlueM 5ov ** 0% KÄSIRAHA **",True,Iisalmi,17.07.2017,20800,17.07.2017
"1,4",https://www.nettiauto.com/volkswagen/golf/8960509,Volkswagen,Golf,8960509,"Volkswagen Golf Comfortline 1,4 TSI 92 kW DSG-automaatti. Nopeaan toimitukseen.",True,Hyvinkää,17.07.2017,22250,17.07.2017
"1,6",https://www.nettiauto.com/volkswagen/golf/8829919,Volkswagen,Golf,8829919,"Highline, juuri huollettu ja leimattu golf! Xenon",False,Helsinki,17.07.2017,7090,17.07.2017
"1,0",https://www.nettiauto.com/volkswagen/golf/8750841,Volkswagen,Golf,8750841,"Trendline 1,0 TSI 63 UUSI GOLF NOPEAAN TOIMITUKSEEN",True,Hämeenlinna,17.07.2017,21397,17.07.2017
"1,2",https://www.nettiauto.com/volkswagen/golf/8406017,Volkswagen,Golf,8406017,"Trendline 1,2 TSI 63 kW (85 hv)",True,Oulu,17.07.2017,19900,17.07.2017
"2,0",https://www.nettiauto.com/volkswagen/golf/8659027,Volkswagen,Golf,8659027,Golf R,False,Vantaa,17.07.2017,27000,17.07.2017
"1,4",https://www.nettiauto.com/volkswagen/golf/8955154,Volkswagen,Golf,8955154,"High 1,4 TSI 118 5ov DSG",True,Kuopio,17.07.2017,12900,17.07.2017
"1,2",https://www.nettiauto.com/volkswagen/golf/8811830,Volkswagen,Golf,8811830,"Trendline 1,2 TSI 63 BlueM 5ov (MY15)",True,Lahti,17.07.2017,14500,17.07.2017
"1,4",https://www.nettiauto.com/volkswagen/golf/8303464,Volkswagen,Golf,8303464,"Allstar 1,4 TSI 92 DSG 5ov (MY17)",True,Porvoo,17.07.2017,31186,17.07.2017
"1,2",https://www.nettiauto.com/volkswagen/golf/8870234,Volkswagen,Golf,8870234,"Trendline 1,2 TSI 77 kW (105 hv) BlueMotion Technology 4-ovinen **** Rahoituskorko vain 1,9 % koko a",True,Jyväskylä,17.07.2017,9900,17.07.2017
"1,6",https://www.nettiauto.com/volkswagen/golf/8922544,Volkswagen,Golf,8922544,"Comfortline 1,6 TDI 77 kW (105 hv) BlueMotion Technology DSG-automaatti 4-ov",True,Hämeenlinna,17.07.2017,12400,17.07.2017
"1,6",https://www.nettiauto.com/volkswagen/golf/8698220,Volkswagen,Golf,8698220,"Comfortline 1,6 TDI 77 kW (105 hv) BlueMotion Tech",True,Turku,17.07.2017,11900,17.07.2017
"2,0",https://www.nettiauto.com/volkswagen/golf/8659148,Volkswagen,Golf,8659148,,False,Vantaa,17.07.2017,28900,17.07.2017
"1,6",https://www.nettiauto.com/volkswagen/golf/8925511,Volkswagen,Golf,8925511,"Comfortline 1,6 TDI 77 BlueMoT 5-ov",True,Kerava,17.07.2017,12700,17.07.2017
"2,0",https://www.nettiauto.com/volkswagen/golf/8727780,Volkswagen,Golf,8727780,"Highline 2,0TDI 150hv 4MOTION 5d",True,Tampere,17.07.2017,22850,17.07.2017
"1,2",https://www.nettiauto.com/volkswagen/golf/8623013,Volkswagen,Golf,8623013,"Trendline 1,2 TSI 77kw BlueMoT 5-ov",True,Heinola,17.07.2017,11850,17.07.2017
"1,6",https://www.nettiauto.com/volkswagen/golf/8907716,Volkswagen,Golf,8907716,"BlueMotion 1,6 TDI 77 kW (105 hv) *AC *lohko+sp",True,Tuusula,17.07.2017,13900,17.07.2017
"1,4",https://www.nettiauto.com/volkswagen/golf/8891030,Volkswagen,Golf,8891030,GTE Plug-In Hybrid 150 kW (204 hv) DSG-automaatti,True,Tuusula,17.07.2017,38950,17.07.2017
"1,2",https://www.nettiauto.com/volkswagen/golf/8943722,Volkswagen,Golf,8943722,"Trendline 1,2 TSI 63 kW (85 hv) BlueMotion Technol",True,Pori,17.07.2017,13800,17.07.2017
"1,2",https://www.nettiauto.com/volkswagen/golf/8943724,Volkswagen,Golf,8943724,"Trendline 1,2 TSI 63 kW (85 hv) BlueMotion Technol",True,Pori,17.07.2017,13800,17.07.2017
"1,2",https://www.nettiauto.com/volkswagen/golf/8943726,Volkswagen,Golf,8943726,"Trendline 1,2 TSI 63 kW (85 hv) BlueMotion Technol",True,Pori,17.07.2017,13800,17.07.2017
"1,4",https://www.nettiauto.com/volkswagen/golf/8886802,Volkswagen,Golf,8886802,"Comfortline 1,4 TSI 90kw 5-ov",True,Jyväskylä,17.07.2017,12900,17.07.2017
"1,2",https://www.nettiauto.com/volkswagen/golf/8958884,Volkswagen,Golf,8958884,"Trendline 1,2 TSI 63 kW (85 hv) BlueMotion",True,Helsinki,17.07.2017,12900,17.07.2017
"1,6",https://www.nettiauto.com/volkswagen/golf/8891555,Volkswagen,Golf,8891555,"BlueMotion 1,6 TDI 77 kW (105 hv) 4-ovinen HUIPPU VARUSTEET!",False,Jyväskylä,17.07.2017,10500,17.07.2017
"1,4",https://www.nettiauto.com/volkswagen/golf/8670352,Volkswagen,Golf,8670352,"Comfortline 1,4 TSI 125hv DSG-aut. *UUSI MALLI*",True,Porvoo,17.07.2017,30399,17.07.2017
"1,4",https://www.nettiauto.com/volkswagen/golf/8670353,Volkswagen,Golf,8670353,"Highline 1,4 TSI 125hv",True,Porvoo,17.07.2017,32855,17.07.2017
"1,2",https://www.nettiauto.com/volkswagen/golf/8938444,Volkswagen,Golf,8938444,"Trendline 1,2 TSI 77 kW (105 hv) BlueMotion Techno",True,Kerava,17.07.2017,10900,17.07.2017
"2,0",https://www.nettiauto.com/volkswagen/golf/8300094,Volkswagen,Golf,8300094,"Highline 2,0 TDI 103 kW (140 hv) BlueMotion Technology DSG-aut 2-ovinen HIENO SUOMIAUTO, VARUSTEIN, TÄYSI HUOLTOKIRJA!",True,Vaasa,17.07.2017,10980,17.07.2017
"1,6",https://www.nettiauto.com/volkswagen/golf/8539864,Volkswagen,Golf,8539864,"Highline 1,6 TDI 77kw BlueMoT 5-ov DSG",False,Vantaa,17.07.2017,8900,17.07.2017
"2,0",https://www.nettiauto.com/volkswagen/golf/8733209,Volkswagen,Golf,8733209,"Highline 2,0 TDI 103kw 4motion 5-ov - Maksuton toimitus sinua lähimpään liikkeeseemme! - Hyvitämme vähintään 1000",True,Mikkeli,17.07.2017,13690,17.07.2017
"1,4",https://www.nettiauto.com/volkswagen/golf/8652965,Volkswagen,Golf,8652965,"Comfortline 1,4 TSI 90kw 5-ov",True,Porvoo,17.07.2017,13800,17.07.2017
"1,2",https://www.nettiauto.com/volkswagen/golf/8949566,Volkswagen,Golf,8949566,"Comfort Plus 1,2 TSI 77 BlueM 5ov DSG - Vähän ajettu! - Maksuton toimitus sinua lähimpään liikkeeseemme!",True,Espoo,17.07.2017,15900,17.07.2017
"2,0",https://www.nettiauto.com/volkswagen/golf/8903683,Volkswagen,Golf,8903683,R 4-MOTION 270hv *XENON*,True,Vantaa,17.07.2017,32900,17.07.2017
"1,4",https://www.nettiauto.com/volkswagen/golf/8889018,Volkswagen,Golf,8889018,GTE Plug-In Hybrid 150 kW (204 hv) DSG-automaatti,True,Vantaa,17.07.2017,44900,17.07.2017
"1,0",https://www.nettiauto.com/volkswagen/golf/8889017,Volkswagen,Golf,8889017,"Trendline 1,0 TSI 63 Uusi ajamaton",True,Raahe,17.07.2017,20797,17.07.2017
"2,0",https://www.nettiauto.com/volkswagen/golf/8889012,Volkswagen,Golf,8889012,"GTI 2,0 TSI 169 kW (230 hv) DSG-automaatti",True,Vantaa,17.07.2017,44900,17.07.2017
"1,4",https://www.nettiauto.com/volkswagen/golf/8827972,Volkswagen,Golf,8827972,"Comfortline 1,4 TSI 90 kW 4-ovinen",True,Espoo,17.07.2017,10600,17.07.2017
"1,6",https://www.nettiauto.com/volkswagen/golf/8805794,Volkswagen,Golf,8805794,"Trendline 1,6 TDI 66 5ov 1-omistaja!",True,Lohja,17.07.2017,20890,17.07.2017
"2,0",https://www.nettiauto.com/volkswagen/golf/8805792,Volkswagen,Golf,8805792,"GTD 2,0 125kw 5-ov Näyttävä ja tehokas diesel-Golf!!",True,Lohja,17.07.2017,14990,17.07.2017
"1,6",https://www.nettiauto.com/volkswagen/golf/8930614,Volkswagen,Golf,8930614,"Comfortline 1,6 TDI BMT DSG 77kW, adaptiivinen cruise, webasto, kamera, vetokoukku",False,Pirkkala,17.07.2017,15900,17.07.2017
"1,2",https://www.nettiauto.com/volkswagen/golf/8961423,Volkswagen,Golf,8961423,"Trendline 1,2 TSI 63 kW (85 hv) BlueMotion Technology 4-ovinen",True,Rauma,17.07.2017,13800,17.07.2017
"1,0",https://www.nettiauto.com/volkswagen/golf/8919846,Volkswagen,Golf,8919846,"Comfortline 1,0 TSI 81 kW (110 hv)",True,Rauma,17.07.2017,24331,17.07.2017
"1,4",https://www.nettiauto.com/volkswagen/golf/8927390,Volkswagen,Golf,8927390,1.4 TSI 90kW Highline BlueMotion Technology DSG,True,Helsinki,17.07.2017,19500,17.07.2017
"2,0",https://www.nettiauto.com/volkswagen/golf/8850842,Volkswagen,Golf,8850842,"GTD 2,0 125 kW (170 hv) 4-ovinen",True,Vantaa,17.07.2017,16400,17.07.2017
"1,4",https://www.nettiauto.com/volkswagen/golf/8957472,Volkswagen,Golf,8957472,"Comfortline 1,4 TSI 90 kW 4-ovinen",True,Helsinki,17.07.2017,10800,17.07.2017
"1,4",https://www.nettiauto.com/volkswagen/golf/8905652,Volkswagen,Golf,8905652,Highline 1.4 TSI 118kw 5-ov DSG,False,Helsinki,17.07.2017,11700,17.07.2017
"1,2",https://www.nettiauto.com/volkswagen/golf/8627560,Volkswagen,Golf,8627560,"Trendline 1,2 TSI 63 kW (85 hv)",True,Ylivieska,17.07.2017,19800,17.07.2017
"1,2",https://www.nettiauto.com/volkswagen/golf/8909697,Volkswagen,Golf,8909697,"Trendline 1,2 TSI 63 BlueM 5ov (MY15)",True,Porvoo,17.07.2017,14400,17.07.2017
"1,2",https://www.nettiauto.com/volkswagen/golf/8909694,Volkswagen,Golf,8909694,"Comfortline 1,2 TSI BlueM 5ov (MY14)",True,Porvoo,17.07.2017,15450,17.07.2017
"2,0",https://www.nettiauto.com/volkswagen/golf/8663045,Volkswagen,Golf,8663045,"Highline 2,0 TDI BlueMotion 4Motion neliveto Rahoitustarjous! Korko 0,95%+kulut",True,Kokkola,17.07.2017,22200,17.07.2017
"1,2",https://www.nettiauto.com/volkswagen/golf/8816489,Volkswagen,Golf,8816489,"Comfortline 1,2 TSI 81 5ov DSG",True,Turku,17.07.2017,23850,17.07.2017
"1,2",https://www.nettiauto.com/volkswagen/golf/8816486,Volkswagen,Golf,8816486,"Comfort 1,2 TSI 77 BlueMot Tech 5ov",True,Porvoo,17.07.2017,12700,17.07.2017
"1,4",https://www.nettiauto.com/volkswagen/golf/8949419,Volkswagen,Golf,8949419,"Highline 1,4 TSI 118 kW, DSG-autom. 4-ovinen",True,Seinäjoki,17.07.2017,16800,17.07.2017
"2,0",https://www.nettiauto.com/volkswagen/golf/8725026,Volkswagen,Golf,8725026,"Highline 2,0 TDI 110 kW (150 hv) BlueMotion Technology 4MOTION 4-ovinen **** Rahoituskorko vain 1,9 % koko autovalikoima",True,Turku,17.07.2017,22400,17.07.2017
"1,4",https://www.nettiauto.com/volkswagen/golf/8916645,Volkswagen,Golf,8916645,"Highline 1,4 TSI 90kw 5-ov DSG",False,Helsinki,17.07.2017,14900,17.07.2017
"2,0",https://www.nettiauto.com/volkswagen/golf/8871592,Volkswagen,Golf,8871592,"Comfortline 2,0 TDI 110 kW (150 hv) 5d Diesel",True,Raisio,17.07.2017,22900,17.07.2017
"1,0",https://www.nettiauto.com/volkswagen/golf/8805450,Volkswagen,Golf,8805450,"Comfortline 1,0 TSI 81 kW (110 hv)",True,Vaasa,17.07.2017,26514,17.07.2017
"2,0",https://www.nettiauto.com/volkswagen/golf/8835635,Volkswagen,Golf,8835635,Highline 2.0TDI 4Motion,True,Helsinki,17.07.2017,22500,17.07.2017
"1,0",https://www.nettiauto.com/volkswagen/golf/8906268,Volkswagen,Golf,8906268,"Trendline 1,0 TSI 63 kW (85 hv)",True,Vaasa,17.07.2017,22392,17.07.2017
"1,4",https://www.nettiauto.com/volkswagen/golf/8433030,Volkswagen,Golf,8433030,GTE Plug-In Hybrid 150 kW (204 hv) DSG-automaatti,True,Oulu,17.07.2017,42800,17.07.2017
"1,4",https://www.nettiauto.com/volkswagen/golf/8885459,Volkswagen,Golf,8885459,"Comfortline 1,4 TSI 90 kW 4-ovinen",False,Oulu,17.07.2017,10200,17.07.2017
"1,2",https://www.nettiauto.com/volkswagen/golf/8760764,Volkswagen,Golf,8760764,"Trendline 1,2 TSI 63 5ov",False,Raisio,17.07.2017,17400,17.07.2017
"1,0",https://www.nettiauto.com/volkswagen/golf/8906670,Volkswagen,Golf,8906670,"ILMAINEN KOTIIN KULJETUS Comfortline 1,0 TSI 81 DSG",True,Kuopio,17.07.2017,26800,17.07.2017
"1,2",https://www.nettiauto.com/volkswagen/golf/8627662,Volkswagen,Golf,8627662,"Trendline 1,2 TSI 63 kW (85 hv) BlueMotion Technology Webastolla ! 6 KK KOROTONTA JA KULUTONTA MAKSU",True,Seinäjoki,17.07.2017,15800,17.07.2017
"1,4",https://www.nettiauto.com/volkswagen/golf/8906511,Volkswagen,Golf,8906511,1.4 TSI 90kW Comfortline 5ov,True,Hyvinkää,17.07.2017,12400,17.07.2017
"1,6",https://www.nettiauto.com/volkswagen/golf/8904640,Volkswagen,Golf,8904640,"Luxline 1,6 TDI 66 5ov (MY17)",True,Joensuu,17.07.2017,24314,17.07.2017
"1,0",https://www.nettiauto.com/volkswagen/golf/8904646,Volkswagen,Golf,8904646,Trendline 1.0TSI 63kW,True,Lahti,17.07.2017,21662,17.07.2017
"1,0",https://www.nettiauto.com/volkswagen/golf/8904645,Volkswagen,Golf,8904645,Trendline 1.0TSI 63kW,True,Lahti,17.07.2017,21662,17.07.2017
"2,0",https://www.nettiauto.com/volkswagen/golf/8886478,Volkswagen,Golf,8886478,"GTI 2,0 TSI 162 kW (220 hv) BlueMotion Technology",True,Seinäjoki,17.07.2017,28900,17.07.2017
"2,0",https://www.nettiauto.com/volkswagen/golf/8951684,Volkswagen,Golf,8951684,,False,Vaasa,17.07.2017,6900,17.07.2017
"1,6",https://www.nettiauto.com/volkswagen/golf/8304544,Volkswagen,Golf,8304544,"Highline 1,6 TDI 77 kW (105 hv) BlueMotion Technol",True,Kauhava,17.07.2017,14850,17.07.2017
"1,2",https://www.nettiauto.com/volkswagen/golf/8957871,Volkswagen,Golf,8957871,"Comfortline 1,2 TSI 77 BlueM 5ov",True,Tampere,17.07.2017,17500,17.07.2017
"1,0",https://www.nettiauto.com/volkswagen/golf/8780974,Volkswagen,Golf,8780974,"Comfortline 1,0 TSI 81 UUSI AUTO HETI LUOVUTUKSEEN",True,Raahe,17.07.2017,24931,17.07.2017
"1,4",https://www.nettiauto.com/volkswagen/golf/8909332,Volkswagen,Golf,8909332,"Comfortline 1,4 TSI 92 kW (125 hv)",True,Seinäjoki,17.07.2017,26018,17.07.2017
"1,6",https://www.nettiauto.com/volkswagen/golf/8439378,Volkswagen,Golf,8439378,"Comfortline 1,6 TDI 77 BlueMoT 5-ov TARJOUSAUTO KORKO 1% KÄSIRAHA ALK. O EUR. TOIMITUS KOTIIN VE",True,Keminmaa,17.07.2017,10800,17.07.2017
"1,4",https://www.nettiauto.com/volkswagen/golf/8754066,Volkswagen,Golf,8754066,Trendline 1.4 TSI 90kw 5-ov,False,Helsinki,17.07.2017,8700,17.07.2017
"1,6",https://www.nettiauto.com/volkswagen/golf/7825481,Volkswagen,Golf,7825481,"Comfortline 1,6 TDI BlueM 5ov (MY14) aj.97 tkm TARJOUSAUTO KORKO 1%",True,Raahe,17.07.2017,16900,17.07.2017
"1,4",https://www.nettiauto.com/volkswagen/golf/8947642,Volkswagen,Golf,8947642,"Comfortline 1,4 TSI 90kw 5-ov",False,Parkano,17.07.2017,11500,17.07.2017
"1,2",https://www.nettiauto.com/volkswagen/golf/8797488,Volkswagen,Golf,8797488,"Trendline 1,2 TSI 63 BlueM 5ov (MY15) TÄHÄN AUTOON HYVITYS VÄHINTÄÄN 2000€ KATSASTETUSTA AUTOSTA!",True,Varkaus,17.07.2017,15490,17.07.2017
"1,6",https://www.nettiauto.com/volkswagen/golf/8952494,Volkswagen,Golf,8952494,"Comfortline 1,6 TDI 77 BlueMoT 3-ov",True,Tampere,17.07.2017,10900,17.07.2017
"1,2",https://www.nettiauto.com/volkswagen/golf/8796868,Volkswagen,Golf,8796868,"Comfortline 1,2 TSI BlueM 5ov DSG (MY14)",True,Loimaa,17.07.2017,14900,17.07.2017
"1,4",https://www.nettiauto.com/volkswagen/golf/8734889,Volkswagen,Golf,8734889,"Comfortline 1,4 TSI 92 DSG (MY17)",True,Kajaani,17.07.2017,31900,17.07.2017
"1,4",https://www.nettiauto.com/volkswagen/golf/8952690,Volkswagen,Golf,8952690,"Comfortline 1,4 TSI 90 kW (122 hv) BlueMotion Technology 4-ovinen",True,Tampere,17.07.2017,14900,17.07.2017
"1,2",https://www.nettiauto.com/volkswagen/golf/8958474,Volkswagen,Golf,8958474,"Trendline 1,2 TSI 63 BlueM 5ov (MY15)",True,Helsinki,17.07.2017,14990,17.07.2017
"1,2",https://www.nettiauto.com/volkswagen/golf/8958473,Volkswagen,Golf,8958473,"Trendline 1,2 TSI 63 BlueM 5ov (MY15)",True,Helsinki,17.07.2017,14990,17.07.2017
"1,2",https://www.nettiauto.com/volkswagen/golf/8955462,Volkswagen,Golf,8955462,1.2 TSi Comfortline BlueMotion Technology Hatcback 5-ov. 1 OMISTAJA. Vakionopeussäädin. ILMASTOINTI. Start Stop järj. ym,True,Ylöjärvi,17.07.2017,12300,17.07.2017
"1,6",https://www.nettiauto.com/volkswagen/golf/8822786,Volkswagen,Golf,8822786,"1,6 TDI BlueMotion 4ov",False,Helsinki,17.07.2017,12900,17.07.2017
"1,6",https://www.nettiauto.com/volkswagen/golf/8731660,Volkswagen,Golf,8731660,"KYSY MEILTÄKIN TARJOUS! Comfortline 1,6 TDI 85 DSG",True,Kuopio,17.07.2017,34100,17.07.2017
"1,2",https://www.nettiauto.com/volkswagen/golf/8665978,Volkswagen,Golf,8665978,"Comfortline 1,2 TSI 77 BlueM 5ov",False,Kuopio,17.07.2017,14000,17.07.2017
"1,0",https://www.nettiauto.com/volkswagen/golf/8796893,Volkswagen,Golf,8796893,"Comfortline 1,0 TSI 81 kW (110 hv) *UUSI GOLF*",True,Porvoo,17.07.2017,25400,17.07.2017
"1,2",https://www.nettiauto.com/volkswagen/golf/8356222,Volkswagen,Golf,8356222,"Comfortline 1,2 TSI 77 BlueMoT 5-ov DSG",True,Turku,17.07.2017,13350,17.07.2017
"1,6",https://www.nettiauto.com/volkswagen/golf/8811230,Volkswagen,Golf,8811230,"Comfortline 1,6 TDI BlueM 5ov",True,Tampere,17.07.2017,17500,17.07.2017
"1,4",https://www.nettiauto.com/volkswagen/golf/8805620,Volkswagen,Golf,8805620,"Comfortline 1,4 TSI 90 kW (122 hv) BlueMotion Technology 4-ovinen - KORKO 0% - EI MUITA KULUJA!",True,Mikkeli,17.07.2017,17990,17.07.2017
"1,4",https://www.nettiauto.com/volkswagen/golf/8855783,Volkswagen,Golf,8855783,"Comfortline 1,4 TSI 90kw 5-ov DSG",False,Espoo,17.07.2017,11890,17.07.2017
"2,0",https://www.nettiauto.com/volkswagen/golf/8811235,Volkswagen,Golf,8811235,"Comfortline 2,0 TDI Blue 3ov",True,Tampere,17.07.2017,19500,17.07.2017
"1,6",https://www.nettiauto.com/volkswagen/golf/8542653,Volkswagen,Golf,8542653,"Comfortline 1,6 TDI 77 kW (105 hv) BlueMotion Tech",True,Seinäjoki,17.07.2017,15700,17.07.2017
"1,6",https://www.nettiauto.com/volkswagen/golf/8944162,Volkswagen,Golf,8944162,"Comfort 1,6TDI 77kW BlueMotion Technical 5D HB **TARJOUSAUTO KORKO VAIN 1%**",True,Rovaniemi,17.07.2017,12890,17.07.2017
"1,6",https://www.nettiauto.com/volkswagen/golf/8823004,Volkswagen,Golf,8823004,"Comfortline 1,6 TDI 81 kW (110 hv) 4MOTION Huippu Siisti !",True,Espoo,17.07.2017,16490,17.07.2017
"2,0",https://www.nettiauto.com/volkswagen/golf/8878347,Volkswagen,Golf,8878347,"Comfortline 2,0 TDI 103 kW (140 hv) 4MOTION 4-ovinen",True,Turku,17.07.2017,16900,17.07.2017
"1,4",https://www.nettiauto.com/volkswagen/golf/8959611,Volkswagen,Golf,8959611,"Comfortline 1,4 TSI 90kw 5-ov",False,Porvoo,17.07.2017,7300,17.07.2017
"1,6",https://www.nettiauto.com/volkswagen/golf/8412670,Volkswagen,Golf,8412670,"Comfortline 1,6 TDI 81 kW (110 hv) Diesel 5-ov",True,Hämeenlinna,17.07.2017,17900,17.07.2017
"2,0",https://www.nettiauto.com/volkswagen/golf/8757118,Volkswagen,Golf,8757118,"GTI 2,0 TSI 169 kW (230 hv) DSG-automaatti",True,Oulu,17.07.2017,42800,17.07.2017
"1,4",https://www.nettiauto.com/volkswagen/golf/7893032,Volkswagen,Golf,7893032,"Highline 1,4 TSI 118kw 5-ov DSG",True,Mikkeli,17.07.2017,18900,17.07.2017
"1,4",https://www.nettiauto.com/volkswagen/golf/8834518,Volkswagen,Golf,8834518,"Comfort 1,4 TSI 90 5ov",True,Kajaani,17.07.2017,13900,17.07.2017
"1,2",https://www.nettiauto.com/volkswagen/golf/8903882,Volkswagen,Golf,8903882,"Trendline 1,2 TSI BlueM 5ov (MY14) - Maksuton toimitus sinua lähimpään liikkeeseemme! - Hyvitämme vähintään 1000?",True,Tervajoki,17.07.2017,13880,17.07.2017
"1,0",https://www.nettiauto.com/volkswagen/golf/8647678,Volkswagen,Golf,8647678,"Comfortline 1,0 TSI 81 DSG **Esittelyauto**",True,Kajaani,17.07.2017,30900,17.07.2017
"1,0",https://www.nettiauto.com/volkswagen/golf/8934002,Volkswagen,Golf,8934002,"Comfortline 1,0 TSI 110hv DSG-aut.",True,Porvoo,17.07.2017,28532,17.07.2017
"1,6",https://www.nettiauto.com/volkswagen/golf/8621623,Volkswagen,Golf,8621623,"1,6 TDI 77 kW 4MOTION [Korko 1,99%]",True,Hyvinkää,17.07.2017,21900,17.07.2017
"2,0",https://www.nettiauto.com/volkswagen/golf/8928204,Volkswagen,Golf,8928204,"Trendline 2,0 TDI 81 kW 4-ovinen /Täyd.h-kirja/ Kosketusnäyttö navi",True,Tampere,17.07.2017,10790,17.07.2017
"2,0",https://www.nettiauto.com/volkswagen/golf/8934006,Volkswagen,Golf,8934006,Highline 2.0 TDI 103kw 5-ov DSG,True,Kouvola,17.07.2017,13800,17.07.2017
"1,6",https://www.nettiauto.com/volkswagen/golf/8863138,Volkswagen,Golf,8863138,"Comfortline 1,6 TDI BlueM 4wd 5ov (MY14",True,Porvoo,17.07.2017,21800,17.07.2017
"1,4",https://www.nettiauto.com/volkswagen/golf/8851174,Volkswagen,Golf,8851174,"Comfortline 1,4 TSI 90 kW (122 hv) BlueMotion Technology 4-ovinen",False,Espoo,17.07.2017,10900,17.07.2017
"1,2",https://www.nettiauto.com/volkswagen/golf/8938457,Volkswagen,Golf,8938457,"Trendline 1,2 TSI 63 kW (85 hv) BlueMotion Technol",True,Pori,17.07.2017,13800,17.07.2017
"2,0",https://www.nettiauto.com/volkswagen/golf/8946585,Volkswagen,Golf,8946585,"Highline 2,0 TDI BlueM 4Motion 5ov",False,Espoo,17.07.2017,21500,17.07.2017
"2,0",https://www.nettiauto.com/volkswagen/golf/8818957,Volkswagen,Golf,8818957,,False,Helsinki,17.07.2017,16500,17.07.2017
"1,6",https://www.nettiauto.com/volkswagen/golf/8878991,Volkswagen,Golf,8878991,1.6 TDI BlueMotion 77kW Team,True,Turku,17.07.2017,10800,17.07.2017
"1,0",https://www.nettiauto.com/volkswagen/golf/8840861,Volkswagen,Golf,8840861,"Comfortline 1,0 TSI 81 kW (110 hv)",True,Kauhajoki,17.07.2017,25210,17.07.2017
"1,6",https://www.nettiauto.com/volkswagen/golf/8881049,Volkswagen,Golf,8881049,"Comfortline 1,6 TDI 81 BlueM 5ov",True,Keminmaa,17.07.2017,20900,17.07.2017
"2,0",https://www.nettiauto.com/volkswagen/golf/8857431,Volkswagen,Golf,8857431,"4MOTION Highline 2,0 TDI 150Hv BMT 4-ov. **WEBASTO/ KESSY/ XENON/ HIEROVA ISTUIN**",True,Oulu,17.07.2017,19800,17.07.2017
"1,6",https://www.nettiauto.com/volkswagen/golf/8503053,Volkswagen,Golf,8503053,"Comfortline 1,6 TDI 81 BlueM 5ov*XENONIT,HYVILLÄ VARUSTEILLA* ""TARJOUSAUTO KORKO 1 %""",True,Kajaani,17.07.2017,19499,17.07.2017
"1,4",https://www.nettiauto.com/volkswagen/golf/8952524,Volkswagen,Golf,8952524,"Comfortline 1,4 TSI 90kw 5-ov DSG",True,Raasepori,17.07.2017,11900,17.07.2017
"1,4",https://www.nettiauto.com/volkswagen/golf/8891798,Volkswagen,Golf,8891798,"Comfortline 1,4 TSI 90 kW (122 hv) BlueMotion Tech",True,Pori,17.07.2017,19800,17.07.2017
"1,6",https://www.nettiauto.com/volkswagen/golf/8860232,Volkswagen,Golf,8860232,"Highline 1,6 TDI 81 kW (110 hv) DSG-automaatti",True,Salo,17.07.2017,23950,17.07.2017
"1,4",https://www.nettiauto.com/volkswagen/golf/8890354,Volkswagen,Golf,8890354,"Comfortline 1,4 TSI 90 kW, DSG-autom. 4-ovinen",True,Salo,17.07.2017,13400,17.07.2017
"2,0",https://www.nettiauto.com/volkswagen/golf/8667078,Volkswagen,Golf,8667078,"GTI 2,0 DSG-aut *Garmin navi, Hands-free, Bluetooth, Yksi omistaja*",False,Raasepori,17.07.2017,20000,17.07.2017
"1,6",https://www.nettiauto.com/volkswagen/golf/8943756,Volkswagen,Golf,8943756,"Comfortline 1,6 TDI 77 kW (105 hv) BlueMotion Technology DSG-automaatti 4-ov **** Rahoituskorko vain",True,Vantaa,17.07.2017,13600,17.07.2017
"1,2",https://www.nettiauto.com/volkswagen/golf/8872515,Volkswagen,Golf,8872515,"Comfortline 1,2 TSI 77 BlueMoT 5-ov DSG *ALV.VÄH.KELP. PAKETTIAUTO!*",True,Espoo,17.07.2017,14390,17.07.2017
"1,2",https://www.nettiauto.com/volkswagen/golf/8933885,Volkswagen,Golf,8933885,"Comfort Plus 1,2 TSI 77kW / 105hv",True,Hyvinkää,17.07.2017,13450,17.07.2017
"1,0",https://www.nettiauto.com/volkswagen/golf/8825250,Volkswagen,Golf,8825250,"Comfortline 1,0 TSI 81 DSG",True,Hämeenlinna,17.07.2017,28168,17.07.2017
"1,6",https://www.nettiauto.com/volkswagen/golf/8040429,Volkswagen,Golf,8040429,"Comfortline 1,6 TDI 77 kW (105 hv) BlueMotion Technology DSG-automaatti 4-ov",True,Salo,17.07.2017,19990,17.07.2017
